fid,id,left,top,right,bottom,row_index,col_index,X,elv_cls,KG_cl_1,KG_cl_2,KG_cl_3,KG_c_1_,lnd_cv_,lnd_c__,bm_clss,bm_shr_,IPCC_r_,_count,_sum,layer,path,IPCC_r__count
530,336764,-63.25,-40.75,-63,-41,523,467,53741,0-100,B,BS,BSk,Arid,Cropland/Natural Vegetation Mosaics,Croplands,"Temperate Grasslands, Savannas & Shrublands",T. Grasslands,SSA,1,0,C3 neutral,C:/Users/Computer/Desktop/QGIS start/data/temporary/statistics/C3 neutral.gpkg|layername=C3 neutral,3
531,507048,-4,48.25,-3.75,48,167,704,73696,100-400,C,Cf,Cfb,Temperate,Cropland/Natural Vegetation Mosaics,Croplands,Temperate Broadleaf & Mixed Forests,T. BL Forests,WCE,106,0,C3 neutral,C:/Users/Computer/Desktop/QGIS start/data/temporary/statistics/C3 neutral.gpkg|layername=C3 neutral,5271
532,691357,60,51,60.25,50.75,156,960,139277,100-400,D,Df,Dfa,Continental,Croplands,Croplands,"Temperate Grasslands, Savannas & Shrublands",T. Grasslands,WSB,29,0,C3 neutral,C:/Users/Computer/Desktop/QGIS start/data/temporary/statistics/C3 neutral.gpkg|layername=C3 neutral,2135
533,469741,-17,15,-16.75,14.75,300,652,68228,0-100,B,BS,BSh,Arid,Croplands,Croplands,"Tropical & Subtropical Grasslands, Savannas & Shrublands",T/S Grasslands,SAH,0,0,C3 positive,C:/Users/Computer/Desktop/QGIS start/data/temporary/statistics/C3 positive.gpkg|layername=C3 positive,22
534,602309,29,-7,29.25,-7.25,388,836,108263,1500-3000,A,Aw,Aw,Tropical,Cropland/Natural Vegetation Mosaics,Croplands,Tropical & Subtropical Moist Broadleaf Forests,T/S Moist BL Forests,SEAF,27,12,C3 positive,C:/Users/Computer/Desktop/QGIS start/data/temporary/statistics/C3 positive.gpkg|layername=C3 positive,154
535,328793,-66,-28,-65.75,-28.25,472,456,50896,1500-3000,B,BS,BSk,Arid,Croplands,Croplands,"Tropical & Subtropical Grasslands, Savannas & Shrublands",T/S Grasslands,SES,130,85,C3 positive,C:/Users/Computer/Desktop/QGIS start/data/temporary/statistics/C3 positive.gpkg|layername=C3 positive,1729
536,734640,75,30.25,75.25,30,239,1020,150392,100-400,B,BS,BSh,Arid,Croplands,Croplands,Deserts & Xeric Shrublands,Deserts,TIB,2,2,C3 positive,C:/Users/Computer/Desktop/QGIS start/data/temporary/statistics/C3 positive.gpkg|layername=C3 positive,285
537,606553,30.5,12,30.75,11.75,312,842,110416,400-800,B,BS,BSh,Arid,Croplands,Croplands,"Tropical & Subtropical Grasslands, Savannas & Shrublands",T/S Grasslands,NEAF,9,6,C3 positive,C:/Users/Computer/Desktop/QGIS start/data/temporary/statistics/C3 positive.gpkg|layername=C3 positive,173
538,277471,-83.75,22.5,-83.5,22.25,270,385,34917,0-100,A,Am,Am,Tropical,Croplands,Croplands,Tropical & Subtropical Coniferous Forests,T/S Coni. Forests,CAR,7,3,C3 positive,C:/Users/Computer/Desktop/QGIS start/data/temporary/statistics/C3 positive.gpkg|layername=C3 positive,104
539,337400,-63,-19.75,-62.75,-20,439,468,54068,400-800,A,Aw,Aw,Tropical,Cropland/Natural Vegetation Mosaics,Croplands,"Tropical & Subtropical Grasslands, Savannas & Shrublands",T/S Grasslands,SAM,8,3,C3 positive,C:/Users/Computer/Desktop/QGIS start/data/temporary/statistics/C3 positive.gpkg|layername=C3 positive,555
540,469742,-17,14.75,-16.75,14.5,301,652,68227,0-100,B,BS,BSh,Arid,Croplands,Croplands,"Tropical & Subtropical Grasslands, Savannas & Shrublands",T/S Grasslands,WAF,3,3,C3 positive,C:/Users/Computer/Desktop/QGIS start/data/temporary/statistics/C3 positive.gpkg|layername=C3 positive,57
541,163624,-123.25,44.25,-123,44,183,227,8357,100-400,C,Cs,Csb,Temperate,Croplands,Croplands,"Temperate Grasslands, Savannas & Shrublands",T. Grasslands,WNA,1,0,C3 positive,C:/Users/Computer/Desktop/QGIS start/data/temporary/statistics/C3 positive.gpkg|layername=C3 positive,165
542,892980,130,45.25,130.25,45,179,1240,202656,400-800,D,Dw,Dwb,Continental,Croplands,Croplands,Temperate Broadleaf & Mixed Forests,T. BL Forests,RFE,1,0,C3 positive,C:/Users/Computer/Desktop/QGIS start/data/temporary/statistics/C3 positive.gpkg|layername=C3 positive,177
543,216160,-105,50.25,-104.75,50,159,300,20379,400-800,D,Df,Dfb,Continental,Croplands,Croplands,"Temperate Grasslands, Savannas & Shrublands",T. Grasslands,NEN,2,2,C3 positive,C:/Users/Computer/Desktop/QGIS start/data/temporary/statistics/C3 positive.gpkg|layername=C3 positive,254
544,713054,67.5,26.75,67.75,26.5,253,990,144390,0-100,B,BW,BWh,Arid,Croplands,Croplands,Deserts & Xeric Shrublands,Deserts,SAS,26,24,C3 positive,C:/Users/Computer/Desktop/QGIS start/data/temporary/statistics/C3 positive.gpkg|layername=C3 positive,3119
545,811697,101.75,26,102,25.75,256,1127,175364,800-1500,C,Cw,Cwa,Temperate,Croplands,Croplands,Tropical & Subtropical Moist Broadleaf Forests,T/S Moist BL Forests,EAS,53,50,C3 positive,C:/Users/Computer/Desktop/QGIS start/data/temporary/statistics/C3 positive.gpkg|layername=C3 positive,3547
546,940093,146.25,-33,146.5,-33.25,492,1305,214884,100-400,B,BS,BSk,Arid,Croplands,Croplands,"Temperate Grasslands, Savannas & Shrublands",T. Grasslands,EAU,25,18,C3 positive,C:/Users/Computer/Desktop/QGIS start/data/temporary/statistics/C3 positive.gpkg|layername=C3 positive,107
547,374840,-50,-19.75,-49.75,-20,439,520,63648,400-800,A,Aw,Aw,Tropical,Croplands,Croplands,Tropical & Subtropical Moist Broadleaf Forests,T/S Moist BL Forests,NES,36,3,C3 positive,C:/Users/Computer/Desktop/QGIS start/data/temporary/statistics/C3 positive.gpkg|layername=C3 positive,1185
548,492692,-9,37.25,-8.75,37,211,684,70615,0-100,C,Cs,Csa,Temperate,Croplands,Croplands,"Mediterranean Forests, Woodlands & Scrub",Mediterranean,MED,41,41,C3 positive,C:/Users/Computer/Desktop/QGIS start/data/temporary/statistics/C3 positive.gpkg|layername=C3 positive,2067
549,235733,-98.25,17,-98,16.75,292,327,25770,800-1500,A,Aw,Aw,Tropical,Croplands,Croplands,Tropical & Subtropical Coniferous Forests,T/S Coni. Forests,SCA,17,9,C3 positive,C:/Users/Computer/Desktop/QGIS start/data/temporary/statistics/C3 positive.gpkg|layername=C3 positive,148
550,490472,-9.75,52.25,-9.5,52,151,681,70270,100-400,C,Cf,Cfb,Temperate,Cropland/Natural Vegetation Mosaics,Croplands,Temperate Broadleaf & Mixed Forests,T. BL Forests,NEU,49,48,C3 positive,C:/Users/Computer/Desktop/QGIS start/data/temporary/statistics/C3 positive.gpkg|layername=C3 positive,651
551,790856,94.5,16.25,94.75,16,295,1098,167837,0-100,A,Am,Am,Tropical,Croplands,Croplands,Mangroves,Mangroves,SEA,132,95,C3 positive,C:/Users/Computer/Desktop/QGIS start/data/temporary/statistics/C3 positive.gpkg|layername=C3 positive,882
552,777749,90,53,90.25,52.75,148,1080,164049,400-800,D,Dw,Dwc,Continental,Croplands,Croplands,"Temperate Grasslands, Savannas & Shrublands",T. Grasslands,ESB,16,11,C3 positive,C:/Users/Computer/Desktop/QGIS start/data/temporary/statistics/C3 positive.gpkg|layername=C3 positive,603
553,633812,40,37.25,40.25,37,211,880,122001,400-800,C,Cs,Csa,Temperate,Croplands,Croplands,"Mediterranean Forests, Woodlands & Scrub",Mediterranean,WCA,15,14,C3 positive,C:/Users/Computer/Desktop/QGIS start/data/temporary/statistics/C3 positive.gpkg|layername=C3 positive,1021
554,285498,-81,-4.25,-80.75,-4.5,377,396,36322,100-400,B,BS,BSh,Arid,Cropland/Natural Vegetation Mosaics,Croplands,Tropical & Subtropical Dry Broadleaf Forests,T/S Dry BL Forests,NWS,4,3,C3 positive,C:/Users/Computer/Desktop/QGIS start/data/temporary/statistics/C3 positive.gpkg|layername=C3 positive,146
555,592291,25.5,-22.5,25.75,-22.75,450,822,103035,800-1500,B,BS,BSh,Arid,Croplands,Croplands,Deserts & Xeric Shrublands,Deserts,ESAF,2,1,C3 positive,C:/Users/Computer/Desktop/QGIS start/data/temporary/statistics/C3 positive.gpkg|layername=C3 positive,67
556,1007821,169.75,-45,170,-45.25,540,1399,220810,400-800,C,Cf,Cfb,Temperate,Croplands,Croplands,"Temperate Grasslands, Savannas & Shrublands",T. Grasslands,NZ,6,6,C3 positive,C:/Users/Computer/Desktop/QGIS start/data/temporary/statistics/C3 positive.gpkg|layername=C3 positive,21
557,633780,40,45.25,40.25,45,179,880,122024,0-100,C,Cf,Cfa,Temperate,Croplands,Croplands,"Temperate Grasslands, Savannas & Shrublands",T. Grasslands,EEU,22,13,C3 positive,C:/Users/Computer/Desktop/QGIS start/data/temporary/statistics/C3 positive.gpkg|layername=C3 positive,2093
558,850802,115.25,-30.25,115.5,-30.5,481,1181,189046,100-400,C,Cs,Csa,Temperate,Croplands,Croplands,"Mediterranean Forests, Woodlands & Scrub",Mediterranean,SAU,59,55,C3 positive,C:/Users/Computer/Desktop/QGIS start/data/temporary/statistics/C3 positive.gpkg|layername=C3 positive,634
559,216199,-105,40.5,-104.75,40.25,198,300,20340,800-1500,B,BS,BSk,Arid,Croplands,Croplands,"Temperate Grasslands, Savannas & Shrublands",T. Grasslands,CNA,35,32,C3 positive,C:/Users/Computer/Desktop/QGIS start/data/temporary/statistics/C3 positive.gpkg|layername=C3 positive,2047
560,185269,-115.75,33,-115.5,32.75,228,257,12634,0-100,B,BW,BWh,Arid,Croplands,Croplands,Deserts & Xeric Shrublands,Deserts,NCA,22,18,C3 positive,C:/Users/Computer/Desktop/QGIS start/data/temporary/statistics/C3 positive.gpkg|layername=C3 positive,179
561,570733,18,-33,18.25,-33.25,492,792,92264,0-100,C,Cs,Csb,Temperate,Croplands,Croplands,"Mediterranean Forests, Woodlands & Scrub",Mediterranean,WSAF,0,0,C3 positive,C:/Users/Computer/Desktop/QGIS start/data/temporary/statistics/C3 positive.gpkg|layername=C3 positive,51
562,847913,114.25,-28,114.5,-28.25,472,1177,187987,100-400,B,BS,BSh,Arid,Croplands,Croplands,"Mediterranean Forests, Woodlands & Scrub",Mediterranean,CAU,0,0,C3 positive,C:/Users/Computer/Desktop/QGIS start/data/temporary/statistics/C3 positive.gpkg|layername=C3 positive,25
563,259423,-90,34.5,-89.75,34.25,222,360,31406,0-100,C,Cf,Cfa,Temperate,Cropland/Natural Vegetation Mosaics,Croplands,"Temperate Grasslands, Savannas & Shrublands",T. Grasslands,ENA,25,25,C3 positive,C:/Users/Computer/Desktop/QGIS start/data/temporary/statistics/C3 positive.gpkg|layername=C3 positive,1504
564,734590,75,42.75,75.25,42.5,189,1020,150441,1500-3000,D,Df,Dfb,Continental,Croplands,Croplands,"Temperate Grasslands, Savannas & Shrublands",T. Grasslands,ECA,4,4,C3 positive,C:/Users/Computer/Desktop/QGIS start/data/temporary/statistics/C3 positive.gpkg|layername=C3 positive,76
565,311366,-72,8.75,-71.75,8.5,325,432,43277,0-100,A,Af,Af,Tropical,Cropland/Natural Vegetation Mosaics,Croplands,Tropical & Subtropical Dry Broadleaf Forests,T/S Dry BL Forests,NSA,1,0,C3 positive,C:/Users/Computer/Desktop/QGIS start/data/temporary/statistics/C3 positive.gpkg|layername=C3 positive,15
566,308675,-73,-38.5,-72.75,-38.75,514,428,41985,100-400,C,Cs,Csb,Temperate,Croplands,Croplands,"Mediterranean Forests, Woodlands & Scrub",Mediterranean,SWS,0,0,C3 positive,C:/Users/Computer/Desktop/QGIS start/data/temporary/statistics/C3 positive.gpkg|layername=C3 positive,80
567,170055,-121,56.5,-120.75,56.25,134,236,9606,400-800,D,Df,Dfb,Continental,Croplands,Croplands,Boreal Forests/Taiga,B. Forests,NWN,1,1,C3 positive,C:/Users/Computer/Desktop/QGIS start/data/temporary/statistics/C3 positive.gpkg|layername=C3 positive,502
568,336764,-63.25,-40.75,-63,-41,523,467,53741,0-100,B,BS,BSk,Arid,Cropland/Natural Vegetation Mosaics,Croplands,"Temperate Grasslands, Savannas & Shrublands",T. Grasslands,SSA,1,1,C3 positive,C:/Users/Computer/Desktop/QGIS start/data/temporary/statistics/C3 positive.gpkg|layername=C3 positive,3
569,507048,-4,48.25,-3.75,48,167,704,73696,100-400,C,Cf,Cfb,Temperate,Cropland/Natural Vegetation Mosaics,Croplands,Temperate Broadleaf & Mixed Forests,T. BL Forests,WCE,106,102,C3 positive,C:/Users/Computer/Desktop/QGIS start/data/temporary/statistics/C3 positive.gpkg|layername=C3 positive,5271
570,691357,60,51,60.25,50.75,156,960,139277,100-400,D,Df,Dfa,Continental,Croplands,Croplands,"Temperate Grasslands, Savannas & Shrublands",T. Grasslands,WSB,29,29,C3 positive,C:/Users/Computer/Desktop/QGIS start/data/temporary/statistics/C3 positive.gpkg|layername=C3 positive,2135
